INDIC,TAMIL
பர்த்தா,கணவன்
பலஹீனம்,வலுக்குறைவு
பலம்,"பழம்,வலிமை,வலிவு"
பலன்,பயன்
பலாத்காரம்,"வன்முறை,வலுக்கட்டாயம்"
பலவந்தம்,வலுக்கட்டாயம்
பலி,"இரை,வேள்வி,காணிக்கை,ஒப்புவித்தல்,கடவுளுணா"
பலித்தல்,"பயன்றருதல்,கைகூடுதல்"
பவனம்,வீடு
பாக்கியம்,"நல்வினை,பேறு,செல்வம்"
பாசம்,"கட்டு,தளை,கயிறு,அன்பு"
பாஷை,மொழி
பாடாணம்,நஞ்சு
பாடியம்,"விரிவுரை,அகலவுரை,பேருரை"
பாஷியம்,"விரிவுரை,அகலவுரை,பேருரை"
பாணி,கை
பாதகம்,தீமை
பாதம்,"தாள்,அடி,கால்"
பாதரட்சை,"காற்பரடு,மிதியடி"
பாதை,"பாட்டை,வழி"
பாத்தியம்,உரிமை
பாத்திரம்,"உரிமை,தகுதி,ஏனம்,கலம்"
பாநகம்,"குடிநீர்,பருகுநீர்"
பாபமோசனம்,தீவினைநீக்கம்
பாபி,தீயோன்
பாயுரு,எருவாய்
பாரம்,"கடமை,சுமை,பொறை"
பாரியா,மனைவி
பாரியை,மனைவி
பார்வதி,மலைமகள்
பாலகன்,குழந்தை
பாலப்பருவம்,பிள்ளைப்பருவம்
பால்யர்,இளைஞர்
பாவனை,"நினைப்பு,கற்பனை,ஒப்பு,எண்ணம்"
பாஸ்கரன்,பகலோன்
பிங்கலை,வலதுமூச்சு
பிசாசு,"பேய்,அலகை"
பிச்சை,"இரப்பு,ஐயம்"
பிட்சை,"இரப்பு,ஐயம்"
பிச்சைக்காரன்,இரப்போன்
பிஞ்ஞகம்,தலைக்கோலம்
பிடிவாதம்,விடாப்பிடி
பிதா,"தகப்பன்,அத்தன்,தந்தை"
பிதிரார்ச்சிதம்,முன்னோர் தேட்டம்
பிதிர்க்கடன்,"தென்புலத்தார் கடன்,மூதாட்கள் கடன்"
பிநாகம்,வில்
பிந்நம்,"சிதைவு,வேறுபாடு"
பிரகடனம்,"விளம்பரம்,அறிவித்தல்"
பிரகதாம்பாள்,பெரியநாயகி
பிரகஸ்பதி,வியாழன்
பிரகாசம்,"ஒளி,வெளிச்சம்,துலக்கம்,பேரொளி"
பிரகிருதி,"பகுதி,இயற்கை"
பிரக்கினை,உணர்வு
பிரசங்கம்,"விரிவுரை,சொற்பொழிவு,பேச்சுரை"
பிரசண்டமாருதம்,"பெருங்காற்று,பெரும் புயல்"
பிரசவம்,"கருவுயிர்ப்பு,பிள்ளைப்பேறு,மகப்பேறு"
பிரசாதம்,"திருப்பொருள்,நல்லுணவு,அருள்,தேவுணா,படைப்பு,திருவமுது,கடவுளுணா"
பிரசாரம்,பரப்புதல்
பிரசித்தி,"அறிவிப்பு,புகழ்பரவல்,வெளிப்படை"
பிரசுரம்,வெளியீடு
பிரதட்சிணம்,வலம்வருதல்
பிரணவம்,ஓங்காரம்
பிரதானம்,"சிறப்பு,முதன்மை"
பிரதி,படி
பிரதிகூலம்,"எதிர்,மாறுபாடு"
பிரதிக்கினை,"மேற்கோள்,உறுதி,ஆணை"
பிரதிஷ்டை,"கோயில் கொள்ளுவித்தல்,நிலைபெறுத்தல்"
பிரதிதினம்,"நாடோறும்,ஒவ்வொரு நாளும்"
பிரதிநிதி,"ஆணையாளர்,சார்பாளர்"
பிரதியுபகாரம்,கைம்மாறு
பிரதிவாதி,எதிர் வழக்காளி
பிரதேசம்,இடம்
பிரத்தாபம்,"வெளிப்படுத்தல்,அறிவித்தல்"
பிரத்தியக்ஷம்,"கண்கூடு,தெளிவு"
பிரத்தியேகம்,தனிமை
பிரபஞ்சம்,உலகம்
பிரபந்தம்,"நூல்,நூற்றொகுதி"
பிரபல்லியம்,"புகழ்,சிறப்பு,முதன்மை"
பிரபாவம்,"புகழ்,பெருமை"
பிரபு,"பெருஞ் செல்வன்,பெருந்தகை,தலைவன்"
பிரமசாரி,மணமாகாதவன்
பிரமா,நான்முகன்
பிரமாணம்,"மேற்கோள்,ஆணை,கட்டளை,தலைமை,அளவை"
பிரமாண்டம்,பேருலகம்
பிரமாதம்,மிகுதி
பிரமானந்தம்,பேரின்பம்
பிரமித்தல்,"திகைத்தல்,மருளல்,மலைத்தல்"
பிரமேயம்,அளக்கப்படும் பொருள்
பிரமை,"அறியாமை,மயக்கம்"
பிரமோற்சவம்,பெருவிழா
பிரயத்தனம்,முயற்சி
பிரயாசை,"தொல்லை,உழைப்பு,முயற்சி,பாடு,வருத்தம்"
பிரயாணம்,"வழிப்போக்கு,வழிச்செலவு,செலவு,பயணம்"
பிரயோசனம்,பயன்
பிரலாபம்,புலம்பல்
பிரவர்த்தி,"செய்கை,முயற்சி"
பிரவாகம்,"பெருக்கு,வெள்ளப்பெருக்கு"
பிரவேசம்,"வருதல்,முயற்சி,நுழைவு,புகுதல்"
பிரளயம்,"வெள்ளம்,உலக ஒடுக்கம்,அழிவுக்காலம்"
பிரளயாகலர்,இருமலக்கட்டினர்
பிராகாரம்,கோயிற்சுற்று
பிராகாமியம்,நிறைவுண்மை
பிராணவாயு,"உயிர்வளி,உயிர்ப்பு,உயிர்க்காற்று"
பிராணி,"உயிரி,சிற்றுயிர்"
பிராது,"முறைப்பாடு,முறையீடு"
பிராப்தம்,ஊழ்வினை
பிராப்தி,விரும்பியதெய்தல்
பிராமணன்,பார்ப்பான்
பிரார்த்தனை,"வேண்டுகோள்,நேர்த்திக்கடன்,தொழுகை"
பிரியம்,"விருப்பம்,அன்பு"
பிரீதி,"உருக்கம்,அன்பு,அவா"
பிருதிவி,மண்
பிரேதம்,பிணம்
பிரேரேபித்தல்,முன்மொழிதல்
பீசம்,"முளை,விதை"
பீடம்,"இருக்கை,மேடை"
பீடை,"பீழை,நோய்,துன்பம்"
பீதாம்பரம்,பொற்பட்டாடை
புஸ்தகம்,"நூல்,சுவடி நூல்"
புத்தகம்,"நூல் (பொத்தகம் தமிழ் என்போரும் உண்டு),சுவடி நூல்"
புஷ்டி,"பருமன்,புடைப்பு,தடிப்பு"
புட்பம்,"மலர்,பூ"
புஷ்பம்,"மலர்,பூ"
புட்பராகம்,வெள்ளைக்கல்
புட்பவதி,பூப்பானவள்
புண்ணிய திநம்,நன்னாள்
புண்ணிய பாவம்,"அறம் மறம்,நல்வினை தீவினை"
புதன்,அறிவன்
புத்தி,"உணர்ச்சி,அறிவு"
புத்திரன்,"புதல்வன்,மைந்தன்,கான்முளை,மகன்"
புத்திரி,"மகள்,புதல்வி"
புயபலம்,தோள்வலி
புஜபலம்,"தோள்வன்மை,தோள்வலி"
புராணம்,"பழங்கதை,பழைய வரலாறு"
புராதனம்,"தொன்மை,பழமை,பழைமை"
புருடன்,"கணவன்,ஆண்மகன்"
புருடார்த்தம்,உறுதிப்பொருள்
புரோகிதன்,வேள்வி செய்வோன்
புவனி,இடம்
புவி,இடம்
புனர்ப்பாகம்,"சோற்றின் மறுபால்,தெளு"
பூகம்பம்,"நிலநடுக்கம்,நில நடுக்கம்"
பூகோள சாஸ்திரம்,நில நூல்
பூசாரி,வழிபாடு செய்வோன்
பூசை,"வணக்கம்,வழிபாடு"
பூஷணம்,"அணி,அணிகலன்,அணிகலம்"
பூச்சியம்,"இன்மை,அருமை,சுழியம்"
பூதம்,"புலன்,பேய்,முதல்,முதற்பொருள்"
பூமி,"நிலம்,உலகு"
பூரணம்,"எல்லாம்,நிறைவு"
பூரித்தல்,நிறைதல்
பூர்த்தி,"முடிவு,நிறைவு"
பூர்வ சென்மம்,முன்பிறப்பு
பூர்வபக்ஷம்,வளர்பிறை
பூர்விகம்,பழைமை
பேதம்,"வேறுபாடு,வேற்றுமை,ஒவ்வாமை"
பைத்தியம்,"வெறி,பித்து,கோட்டி"
பொக்கிஷம்,பொருட் களஞ்சியம்
பொக்கிஷ சாலை,கருவூலம்
போகம்,"இன்பம்,துய்ப்பு,நுகர் பொருள்"
போசனம்,"சோறு,உணவு,உண்டி,ஊண்"
போஷகர்,ஊட்டகர்
போஷணை,நுகர் பொருள்
போதனை,"கற்பனை,கற்பித்தல்"
போதை,"வெறி,மயக்கம்"
போநகம்,"சோறு,உணவு"
பௌதிக சாஸ்திரம்,இயற்கைப் பொருள் நூல்
பௌத்திரன்,பேரன்
பௌத்திரி,பேர்த்தி
பௌர்ணமி,முழுநிலா
பூரணை,முழுநிலா
பௌவம்,கடல்
மகத்துவம்,மேன்மை
மகாராசன்,"செல்வன்,அரசன்"
மகா,"பெரிய,மேன்மை,மா/பெரிய,மிகுதி"
மகாத்மா,பெரியோன்
மகிமா,பருமை
மகிமை,"பெருமை,மேன்மை"
மகுடம்,"தலையணி,முடி"
மசானம்,சுடுகாடு
மயாநம்,சுடுகாடு
மச்சம்,மீன்
மணிபூரகம்,மேல்வயிறு
மண்டூகம்,தவளை
மதம்,"கொள்கை,கொழுப்பு"
மது,"தேன்,கள்"
மதுகரம்,வண்டு
மத்திபம்,"நடு,நடுநிலை"
மத்திமம்,"நடு,நடுநிலை"
மத்தியானம்,நண்பகல்
மநசு,"உள்ளம்,மனம்"
மநஸ்தாபம்,"துன்பம்,மனவருத்தம்"
மநநம்,இடையறா நினைவு
மநப்பூர்வம்,முழுமனது
மநோகரம்,"உள்ளக்கவர்ச்சி,இனிமை"
மநோராச்சியம்,"மனக்கோட்டை,வீண் எண்ணம்"
மந்தம்,"சோம்பல்,செரியாமை"
மந்தாரம்,"மப்பு,மழைவானம்"
மந்திரம்,மறைமொழி
மந்திரி,"அமைச்சர்,அமைச்சன்"
மமகாரம்,எனதென்றல்
மரணபரியந்தம்,இறக்குமளவும்
மரணம்,"சாவு,சாக்காடு,இறப்பு"
மரணை,"நினைவு,உணர்ச்சி"
ஸ்மரணை,"நினைவு,உணர்ச்சி"
மாசூல்,விளைவு
மாதம்,திங்கள்
மாதா,"தாய்,அன்னை"
மாதாந்தம்,திங்களிறுதி
மாத்சரியம்,"பகைமை,பொறாமை"
மாற்சரியம்,"பகைமை,பொறாமை"
மாத்திரம்,மட்டும்
மாத்திரை,அளவு
மாநபங்கம்,"பெருமைக் குறைவு,மானக்கேடு"
மாநியம்,இறையிலி நிலம்
மாந்தம்,செரியாமை
மாமிசபட்சணம்,ஊனுணா
மாமிசம்,"புலால்,இறைச்சி,ஊன்"
மார்க்கம்,"நெறி,வழி/நெறி,வழி"
மாலுமி,மீகாமன்
மிசிரம்,கலப்பு
மிதம்,"அளவு,மட்டு"
மித்திரன்,"நட்பு,நண்பு"
மித்துரு,"நட்பு,நண்பு"
மிருகம்,விலங்கு
மிருதங்கம்,மத்தளம்
மிருது,"மென்மை,நொய்மை"
மிலேச்சன்,"வேடன்,அறிவிலான்"
மீனாட்சி,கயற்கண்ணி
முகஸ்துதி,முகமன்
முகூர்த்தம்,"நல்வேளை,முழுத்தம்"
முக்கியம்,"முகன்மை,முதன்மை"
முத்தி,வீடுபேறு
முத்திரை,"பொறி,அடையாளம்"
மூடர்,அறிவிலார்
மூடிகம்,பெருச்சாளி
மூஷிகம்,பெருச்சாளி
மூர்க்கன்,"முருடன்,அறிவிலான்"
மூர்ச்சை,"உணர்ச்சியின்மை,களைப்பு,அறிவு மயக்கம்"
மூர்த்தி,கடவுள்
மூலதனம்,"விடுமுதல்,முதற்பொருள்"
மேகம்,"வான்,எழிலி,முகில்"
மேடம்,ஆடு
மோகம்,"மருள்,விருப்பம்,பெருவேட்கை,மயக்கம்,அவா"
மோட்சம்,"வீடு,துறக்கம்"
மௌட்டியம்,அறியாமை
மௌனம்,"பேசாமை,அடக்கம்"
யசமானன்,தலைவன்
யதார்த்தம்,"உண்மை,மெய்,இயல்பான"
யதேச்சை,"விருப்பம்,இயற்கை"
யதேஷ்டம்,மிகுதி
யத்தனம்,முயற்சி
யாகம்,வேள்வி
யாசகம்,இரப்பு
யாதவன்,இடையன்
யாத்திரை,"பயணம்,வழிப் பயணம்,வழிச்செலவு,திருச்செலவு,ஊர்ப்பயணம்"
யுகம்,ஊழி
யுத்தகளம்,"போர்முனை,அமர்க்களம்"
யுத்தி,"சூழ்ச்சி,பொருந்துமாறு"
யுக்தி,"சூழ்ச்சி,பொருந்துமாறு"
யூகம்,"நுண்ணறிவு,கருங்குரங்கு,சூழ்ச்சி,உய்த்துணர்தல்"
யோகக்ஷேமம்,நலச்செய்தி
யோகம்,"மனவொருக்கம்,நல்வினை,தவநிலை,ஒன்றுதல்"
யோக்கியம்,தகுதி
யோக்கியதை,தகுதி
யோசனை,"ஓர்வு,சூழ்ச்சி,ஆராய்ச்சி"
ரசம்,"சாறு,சுவை"
ரசா,"ஓய்வு,விடுமுறை"
ரஜா,"ஓய்வு,விடுமுறை"
ரசீது,பற்றுமுறி
ரஸ்தா,"பாட்டை,பெரிய தெரு"
ரணம்,"புண்,போர்"
ருசுப்படுத்தல்,மெய்ப்பித்தல்
ருதுமங்களஸ்நானம்,பூப்பு நீராட்டு
ரூபம்,"வடிவு,வடிவம்/உருவம்,உருவம்"
வகித்தல்,"ஏற்றல்,பொறுத்தல்,பூணல்"
வக்கிரம்,வளைவு
வசநம்,உரைநடை
வசந்தம்,"தென்றற்காற்று,வேனில்,மணம்"
வசித்தல்,"வாழ்தல்,உறைதல்"
வசியம்,கவர்ச்சி
வசீகரம்,கவர்ச்சி
வச்சிரம்,உறுதியானது
வஸ்திரம்,"ஆடை,துணி,கூறை"
வஸ்து,பொருள்
வண்ணம்,"நிறம்,அழகு,எழில்"
வர்ணம்,"நிறம்,அழகு,எழில்"
வதநம்,முகம்
வதந்தி,"பேச்சு,பலரறிசொல்"
வதுவை,"மணப்பெண்,மணம்"
வதூ,பெண்
வநபோசனம்,சோலையுணா
வநம்,"காடு,தோப்பு"
வநவாசம்,காடுறை வாழ்க்கை
வந்தனம்,"வணக்கம்,வழிபாடு"
வந்தனோபசாரம்,வணக்கவுரை
வமிசம்,"தலைமுறை,கால்வழி,பரம்பரை"
வம்சம்,"தலைமுறை,கால்வழி,பரம்பரை"
வயசு,"அகவை,ஆண்டு"
வயது,"அகவை,ஆண்டு"
வயம்,"வழி,அதுவாதல்"
வயிரம்,"ஒளிமணிக்கல்,காழ்ப்பு,கூர்மை"
வயோதிகம்,முதுமை
வரம்,"அருள்,மேன்மை,பேறு"
வருக்கம்,"இனம்,ஒழுங்கு,வகுப்பு"
வர்க்கம்,"இனம்,ஒழுங்கு,வகுப்பு"
வருடம்,ஆண்டு
வருணம்,"நிறம்,குலம்"
வருணனை,ஒப்பனை
வர்த்தமானம்,செய்தி
வல்லபம்,"ஆற்றல்,வலிமை,திறம்"
வாகனம்,"அணிகம்,வண்டி,ஊர்தி"
வாக்கியம்,சொற்றொடர்
வாக்கு,"மொழி,சொல்,வாயுரை"
வாக்குத்தத்தம்,உறுதிமொழி
வாக்குமூலம்,உறுதிச்சொல்
வாசகம்,சொல்
வாசம்,"இருப்பு,மணம்"
வாசனை,மணம்
வாஞ்சை,"விருப்பம்,ஆசை,அவா,பற்று,அன்பு"
வாதம்,"காற்று,சொற்போர்,காற்றுப்பிடிப்பு,வழக்கு,குளிர்ச்சி"
வாதனை,"வருத்தம்,துன்பம்"
வாதித்தல்,வழக்கிடுதல்
வாத்சல்யம்,"விருப்பம்,அன்பு"
வாத்தியம்,இசைக்கருவி
வாநரம்,குரங்கு
வாந்தி,"கக்கல்,வாயாலெடுப்பு"
வாந்தி பேதி,"கக்கற் கழிச்சல்,கக்கல் கழிச்சல்"
வாமம்,"அழகு,இடப்பக்கம்"
வாயு,"காற்று,வளி,கால்"
வாரம்,"கிழமை,அன்பு"
வாராவதி,பாலம்
வார்த்தை,சொல்
வாலிபம்,இளமை
விகடன்,"வேடிக்கை,பகடி"
விகற்பம்,வேறுபாடு
விகாரம்,"வேறுபாடு,அழகின்மை"
விகிதம்,"விழுக்காடு,நட்பு,நேயம்"
விக்கிரமம்,"பருப்பொருளுரு,உருவம்"
விக்கிநம்,"இடையூறு,தீங்கு"
விஜயம்,"வெற்றி,பயணம்,எழுந்தருளல்,வருகை"
விசாரணை,"கேள்வி,வினவல்,ஆராய்ச்சி"
விசாரம்,"கவலை,எண்ணம்"
விசாலம்,"விரிவு,அகலம்,பெருக்கம்"
விஸ்தீரணம்,"விரிவு,அகலம்,பெருக்கம்,பரப்பளவு"
விசித்திரம்,"புதுமை,வியப்பு,வேடிக்கை"
விசுவாசம்,"உண்மை,நம்பிக்கை"
விசேடம்,"சிறப்பு,மேன்மை"
விச்சை,அறிவு
வித்தை,அறிவு
விஞ்ஞாபனம்,"விண்ணப்பம்,வேண்டுகோள்,முறையீடு"
விஞ்ஞானகலர்,ஒருமலக்கட்டினர்
விடம்,நஞ்சு
விஷம்,நஞ்சு
விடயம்,"பொருள்,சேதி,நுதலிய பொருள்"
விஷயம்,"செய்தி,பொருள்,சேதி,நுதலிய பொருள்"
விட்டுணு,திருமால்
விஷ்ணு,"திருமால்,பெருமாள்"
விதண்டாவாதம்,அழிவழக்கு
விதந்து,"அறுதாலி,கைம்பெண்"
விதவை,"அறுதாலி,கைம்பெண்"
விதம்,"ஆறு,வகை,வழி"
விதி,"தெய்வம்,கட்டளை,செயற்கை,ஊழ்,முறை"
விதேயன்,பணிவுள்ளவன்
விஸ்தாரம்,விரிவு
வித்தியாசம்,"வேறுபாடு,ஏற்றத்தாழ்வு,வேற்றுமை"
வித்துவான்,புலவன்
விந்து,ஒலிமுதல்
விநயம்,"அறிவு,வணக்கம்"
விநாயகர்,பிள்ளையார்
விநாயகர் சதுர்த்தி,பிள்ளையார் நோன்பு
விந்தை,புதுமை
விநோதம்,"புதுமை,விந்தை"
விபத்து,"இக்கட்டு,துன்ப நிகழ்ச்சி,இடையூறு"
விபரீதம்,"வேறுபாடு,திரிபு,கேடு"
விபூதி,"திருநீறு,பெருமை,நீறு"
விமோசநம்,"விடுதலை,நீக்கம்"
வியபிசாரி,ஒழுக்கமிலாள்
வியவகாரம்,வழக்கு
வியாக்கியாநம்,விரிவுரை
வியாசம்,கட்டுரை
வியாச்சியம்,வழக்கு
வியாஜம்,"காரணம்,தலைக்கீடு"
வியாதி,"நோய்,பிணி"
வியாபாரம்,"வணிகம்,பண்டமாற்று,வாணிபம்,கொண்டு விற்றல்"
விரதம்,"நோன்பு,தவம்"
விருச்சிகம்,தேள்
விருட்சம்,மரம்
விருத்தன்,"கிழவன்,முதியோன்"
விருத்தாசலம்,பழமலை
விருத்தாந்தம்,வரலாறு
விருத்தி,"பெருக்கம்,ஆக்கம்"
விரோதம்,"மாறுபாடு,பகை,முரண்"
விலாசம்,முகவரி
விவகாரம்,"வழக்கு,சிக்கல்,வாய்பாடு"
விவசாயம்,"வேளாண்மை,உழவுதொழில்,பயிர்த்தொழில்,உழவு"
விவரணம்,விளக்கம்
விவாகம்,"மன்றல்,திருமணம்"
விவாதம்,வழக்கு
விவேகம்,"அறிவு,பகுத்தறிவு"
வீதம்,விழுக்காடு
வீதி,"சாலை,தெரு"
வீரர்,"மறவர்,மள்ளர்"
வீரியம்,மறம்
வெகுமானம்,"கொடை,பரிசு"
வேகம்,விரைவு
வேடம்,கோலம்
வேஷம்,கோலம்
வேதம்,மறை
வேதனம்,கூலி
வேதனை,துன்பம்
வேதாந்தம்,மறைமுடிவு
வேதாரண்யம்,"திருமரைக்காடு,மறைக்காடு"
வேதியர்,"மறையவர்,பார்ப்பார்,அந்தணர்"
வைகுண்டம்,திருமாலுலகு
வைசூரி,அம்மைநோய்
வைடூரியம்,"பூனைக்கண்மணி,ஒளிமணி"
வைதிகம்,மறையியல் நெறி
வைத்தியம்,மருத்துவம்
வைபவம்,"நிகழ்ச்சி,கொண்டாட்டம்"
வைராக்கியம்,வெறுப்பு
தஸ்தாவேஜ்,ஆவணம்
சங்கோஜம்,கூச்சம்
அவஸ்தை,"தொல்லை,நிலை,அவதி"
அராஜகம்,கொடுமை
எஜமான்,முதலாளி
ஒஸ்தி,உயர்வு
கஜானா,கருவூலம்
குஸ்தி,மற்போர்
சகஜம்,"இயல்பு,வழக்கம்"
சுபிட்சம்,செழிப்பு
ராஜாங்கம்,அரசு
பிரஜை,குடிமகன்
பிரயோஜனம்,பயன்
பிரத்யக்ஷம்,கண்கூடு
பிரத்யட்சம்,கண்கூடு
பூஜை,"பூசை,வழிபாடு,பூசெய் (பூசை)"
நக்ஷத்திரம்,விண்மீன்
ஶ்ரீ,திரு
செளக்கியம்,நலம்
ஜன்னல்,சாளரம்
லக்ஷ்மி,திருமகள்
ஜம்பம்,அலட்டல்
கிருஹப் பிரவேசம்,புதுமனை புகுவிழா
ஜங்க்ஷன்,சந்திப்பு
ஹாஸ்யம்,நகைச்சுவை
நிரந்தரம்,நிலையான
ஸ்வாமி,"ஆண்டான்,தெய்வம்"
புஷ்கரிணி,திருக்குளம்
ஸ்நானம்,குளியல்
ஸ்நேகிதம்,நட்பு
லஜ்ஜை,வெட்கம்
ஜாக்கிரதை,"எச்சரிக்கை,கவனம்"
அஜாக்கிரதை,கவனக்குறைவு
வருஷம்,ஆண்டு
பிரச்சனை,சிக்கல்
க்ஷேமம்,நலம்
ஜீரணம்,செரிமானம்
சாஸ்திரம்,"கலை,விதிமுறை,நூல்"
விசேஷம்,சிறப்பு
ஸ்கந்தன்,கந்தன்
ஸூப்ரமணியன்,"முருகன்,சேயோன்"
ஸ்த்ரீ,பெண்
ஸ்தோத்திரம்,போற்றி
ஸ்தாபனம்,"நிறுவனம்,நிலையம்"
புருஷன்,"ஆண்,கனவன்,கணவன்"
ஜோதிடம்,"திருக்கணிதம்,நிமித்திகம்"
ஜோஸ்யர்,நிமித்திகர்
ஜனநாயகம்,"குடியாட்சி,மக்களாட்சி"
ஜமக்காளம்,"போர்வை,விரிப்பு"
ஜல்லிக்கட்டு,"சல்லிக்கட்டு,ஏறு தழுவல்,மஞ்சுவிரட்டு,ஏறு தழுவுதல்,மஞ்சு விரட்டு"
ஜவுளி,"ஆடை,துணி"
ஜபம்,வழிபாடு
ஜால்ரா,தாளம்
ஜென்மம்,பிறவி
ஜீவராசி,"உயிர்,உயிரினம்"
ஜொள்ளு,எச்சில்
ஜோடி,"இணை,இரட்டை"
ஜீவ காருண்யம்,உயிர்க்கு இரங்கல்
ஜோலி,வேலை
ஜாடி,குடுவை
ஜூரம்,காய்ச்சல்
ஜனனம்,பிறப்பு
ஜாதகம்,"நிமித்திகத் தாள்,பிறப்புக் குறிப்பு,திருக்கணி இதழ்"
அஸ்திவாரம்,"அடிப்படை,கடைக்கால்,ஆதாரம்"
வித்யாலயம்,"கல்விக்கூடம்,கல்விச்சாலை"
ஜீவன்,உயிர்
ராஜா,"மன்னன்,அரசன்,வேந்தன்,கோன்"
பகிஷ்கரிப்பு,புறக்கணிப்பு
அக்ஷரம்,எழுத்து
பிரிவுபசாரம்,"வழியனுப்பு,பிரியாவிடை"
உபாதை,கோளாறு
உத்வேகம்,ஊக்கம்
அஜீரணம்,செரிப்பின்மை
ரொக்கம்,கைப்பணம்
ஜாஸ்தி,"அதிகம்,மிகுதி"
ஜனாதிபதி,குடியரசுத் தலைவர்
ஸ்ரீரங்கம்,திருவரங்கம்
லெட்ஜர்,பேரேடு
ஸ்ரீநிவாஸம்,திருமால்
பஞ்சபூதங்கள்,ஐம்பூதம்
சமாச்சாரம்,"சங்கதி,செய்தி,சேதி"
வித்வான்,"அறிஞர்,கலைஞர்"
நாதஸ்வரம்,"நாகசுரம்,நாதசுரம்"
திவ்யப் பிரபந்தம்,அருளிச் செயல்
இஸ்திரி,"துணித்தேய்ப்பு,துணிமடிப்பு"
தேஜஸ்,ஒளி
உஷார்,"எச்சரிக்கை,விழிப்பு"
குஷி,"களிப்பு,உவகை,மகிழ்ச்சி"
ஜட்கா,வண்டி
ஜமீன்தார்,"பண்ணையார்,நிலக்கிழார்"
ஜாகை,"உள்,இடம்"
ஜப்தி,கையகப்படுத்தல்
பஜார்,கடைவீதி
பேஜார்,தொல்லை
மாஜி,முன்னாள்
பஞ்சாயத்து,ஐந்தாயம்
வாபஸ்,திரும்பப் பெறு
ராஜ்ய சபா,"மேலவை,மாநிலங்களவை"
லோக் சபா,மக்களவை
உயில்,முறி
பல்லவி,எடுப்பு
அனுபல்லவி,தொடுப்பு
கூஜா,தூக்கு
ஸ்ரீலஸ்ரீ,தவத்திரு
விவாஹம்,திருமணம்
விக்ரஹம்,திருவுருவம்
க்ஷேத்திரம்,திருத்தலம்
பிரஸாதம்,"திருப்பொருள்,திருவமுது"
பிரயாணி,பயணி
பஜனை,"கூட்டுப்பாடல் வழிபாடு,குழுப்பாடல்"
பிரகாரம்,"சுற்று,திருச்சுற்று"
பிரதட்சணம்,வலம்வருதல்
அங்கப் பிரதட்சணம்,மெய் வலம்வரல்
சாயந்திரம்,"அந்திப் பொழுது,மாலை,மாலை வேளை"
நடு ஜாமம்,நள்ளிரவு
பெளர்ணமி,முழுமதி
சூட்சுமம்,நுட்பம்
சாஸ்வதம்,நிலையான
கேஷியர்,காசாளர்
குஷ்ட ரோகம்,தொழுநோய்
டவுன்,பேரூர்
லட்சம்,நூறாயிரம்
அங்கத்தினர்,உறுப்பினர்
அபிப்ராயம்,கருத்து
குமாஸ்தா,அலுவலர்
அவரோஹணம்,"இறங்குவரிசை,இறங்கோசை,இறங்குநிரல்,அமரோசை"
ஆரோஹணம்,"ஏறுவரிசை,ஏறோசை,ஏறுநிரல்,ஆரோசை"
துஷ்பிரயோகம்,"தவறான பயன்பாடு,தீய பயன்பாடு"
ஜலதோஷம்,"தடிமன்,சளி"
ஜாமீன்,பிணை
சபாநாயகர்,அவைத்தலைவர்
கஜம்,இரு முழம்
பெளதீகம்,இயற்பியல்
ரசாயணம்,வேதியியல்
அனுஜன்,தம்பி
பூர்வஜன்,அண்ணன்
ஜாலம்,"வேடிக்கை,வித்தை"
ஈஸ்வரன்,ஈசன்
அதிருஷ்டம்,"ஆகூழ்,தற்போது,நல்லூழ்,நற்பேறு"
அனுஷ்டி,"கைக்கொள்,கடைப்பிடி"
ஆட்சேபணை,"எதிர்ப்பு,மறுப்பு,தடை"
உவமானம்,உவமை
உபவாசம்,உண்ணா நோன்பு
கச்சேரி,அரங்கிசை
கஸ்தூரி,காசறை
சந்தேகம்,ஐயம்
சிச்ருஷை,பணிவிடை
கலாச்சாரம்,பண்பாடு
சௌகர்யம் / சௌகரியம்,"நலம்,வசதி"
அசௌகரியம் / அசௌகர்யம்,நலக்குறைவு
கலாக்ஷேத்ரா,கலைக்கூடம்
தம்பதிகள்,"மணமக்கள்,இணையர்"
தீபம்,சுடர்
துஷ்ட மிருகங்கள்,கொடிய விலங்குகள்
துர்லபம்,அரிது
பஞ்சாமிர்தம்,ஐந்தமுது
பஞ்சாங்கம்,ஐந்திறம்
பிராயச்சித்தம்,கழுவாய்
பூர்வீகம்,பழமை
நைவேத்யம்,படையல்
நிவேதனம்,படையல்
ரகசியம்,"கமுக்கம்,மறைபொருள்"
வாஸ்தவம்,மெய்
வாய்தா,கெடு
வியாபாரி,வணிகர்
விரோதி,பகைவன்
வைத்தியர்,மருத்துவர்
விருக்ஷம்,மரம்
ஜீவிதம்,வாழ்க்கை
ஜீவனம்,"வாழ்க்கை,பிழைப்பு"
தயார்,ஆயத்தம்
சாவி,திறவுகோல்
ஸ்தம்பித்தல்,"செயலற்று நிற்றல்,திகைத்தல்"
ஜட்டி,"உள்ளாடை,இடை ஆடை,கீழாடை"
கிருகம்,மனை
சிஷ்யன்,மாணவன்
ஷிரார்த்தம்/தர்ப்பணம்,நீர்க்கடன்
ரிஷி,"அடிகள்,துறவி"
ஸ்நேகம்,நட்பு
ரௌத்திரம்,சினம்
அஷ்டம,எட்டு
ஸாமான்,பொருள்
தாஸ்/தாசன்,"அடிமை,அடியவர்"
